id,Exited,Exited_probabilty
165034,0,0.023192940232105993
165035,1,0.8343167835518731
165036,0,0.029578421236361008
165037,0,0.22575650804094233
165038,0,0.3073268580826784
165039,0,0.038749824521694794
165040,0,0.03834758395417056
165041,0,0.0800149662505471
165042,1,0.643185719938323
165043,0,0.014962475772760829
165044,0,0.12623672289840898
165045,0,0.02323424459581335
165046,0,0.01664001006750216
165047,0,0.14807605907673144
165048,1,0.6602731114083414
165049,0,0.04382706892546067
165050,0,0.07219214050531335
165051,0,0.3838147089388046
165052,0,0.02174055987953267
165053,0,0.0737648026801933
165054,0,0.021010028335281258
165055,0,0.11118643557243635
165056,0,0.3546114973575904
165057,0,0.00818223827031873
165058,0,0.4517861346083174
165059,0,0.11602925160947392
165060,1,0.9331131182864434
165061,1,0.5711727914180449
165062,0,0.12107386219526345
165063,0,0.458036336079497
165064,0,0.02185545059363659
165065,0,0.04252894620661107
165066,0,0.12537622574005053
165067,0,0.18615279495621156
165068,0,0.033351147730755044
165069,0,0.013165780657811469
165070,1,0.7780127845755674
165071,0,0.02760556047845856
165072,0,0.07289982749111878
165073,1,0.8616428014816732
165074,1,0.6191069149149995
165075,0,0.14927005949601793
165076,0,0.11736428757686033
165077,0,0.012637227801333296
165078,0,0.3548177206060892
165079,0,0.16038284870371153
165080,0,0.013340483060286594
165081,0,0.03688466714193606
165082,0,0.010283928239358097
165083,0,0.48918806470341264
165084,0,0.050721647499825016
165085,0,0.010861631323492184
165086,0,0.017725144363210807
165087,1,0.6285230635051702
165088,0,0.023558721857311712
165089,0,0.10499063067674654
165090,0,0.0920576918905712
165091,0,0.024061422477591167
165092,0,0.017791870918331412
165093,0,0.1389575221281219
165094,0,0.014392014887845238
165095,0,0.0792264125857979
165096,0,0.13164863739975347
165097,0,0.1444707306559683
165098,0,0.03220184088162262
165099,0,0.014065306220662023
165100,1,0.8842411125991314
165101,0,0.0442025071424821
165102,0,0.07855962783675417
165103,0,0.022028793032960067
165104,0,0.14931283763365152
165105,1,0.539255836802127
165106,0,0.383400056699981
165107,0,0.06483993572478564
165108,0,0.028071255476530436
165109,0,0.30035316742666757
165110,0,0.07479679149743293
165111,0,0.03659435734118033
165112,0,0.055817114578230825
165113,0,0.014129648261708802
165114,0,0.019775355470822414
165115,0,0.02510403993847524
165116,0,0.32018732946652495
165117,0,0.03007914543957701
165118,0,0.3798149714237521
165119,0,0.10092942918567038
165120,0,0.07678970453979142
165121,0,0.30601453049785704
165122,0,0.19926432263545188
165123,0,0.041751016320647774
165124,0,0.19231248924273475
165125,0,0.03712202034977429
165126,0,0.04051044842462424
165127,0,0.01747715185107623
165128,0,0.017108164770968503
165129,0,0.02064766267843902
165130,1,0.9396050261299943
165131,0,0.026810203097816863
165132,0,0.3252206192653863
165133,0,0.10107947053776185
165134,0,0.014497418688849458
165135,0,0.0416930037328079
165136,0,0.010693491799896258
165137,1,0.5145345270306698
165138,1,0.620825570577677
165139,1,0.7060803875571028
165140,0,0.08964802579974278
165141,0,0.029657172042014165
165142,0,0.010277783376450165
165143,0,0.07580051685981977
165144,0,0.19894030462872977
165145,0,0.480732041414373
165146,0,0.21391316820378395
165147,0,0.038100911747231514
165148,0,0.11807415661376298
165149,0,0.03564222182686551
165150,0,0.01713308814623568
165151,1,0.700099335362773
165152,1,0.5852381388703619
165153,0,0.04928145674443982
165154,0,0.020157787925106977
165155,0,0.029424540392244083
165156,0,0.011986165123261597
165157,0,0.03663508783273169
165158,0,0.38505623681656037
165159,0,0.13607727124786548
165160,0,0.04246269410132919
165161,0,0.01888142531262334
165162,1,0.7694876215321518
165163,0,0.022980426388589204
165164,0,0.0230259522584165
165165,0,0.14321310891193464
165166,1,0.9299421454974708
165167,0,0.05690699900138382
165168,0,0.052011521780357194
165169,0,0.0844656462060744
165170,0,0.09305214328808135
165171,0,0.05575374763696026
165172,1,0.6002347771213058
165173,0,0.10760716859865263
165174,0,0.024133467493388294
165175,0,0.10740491560847912
165176,0,0.02007760423017358
165177,0,0.03099657772288373
165178,1,0.5020478377088048
165179,1,0.7201943961659926
165180,0,0.0285456304861621
165181,1,0.8964675415497517
165182,0,0.17576350429130105
165183,0,0.03480158671356479
165184,0,0.03857296384899969
165185,0,0.02934566231223919
165186,0,0.01384722372772316
165187,1,0.9682589765955301
165188,1,0.92269941615672
165189,0,0.01709698085312021
165190,0,0.017281088074908534
165191,0,0.135599338814192
165192,0,0.1073595743854333
165193,0,0.10844884722160876
165194,0,0.23854780178128143
165195,0,0.08660777765093187
165196,0,0.3464959050300816
165197,1,0.7796889757152284
165198,1,0.6078226986863303
165199,0,0.08666519004985913
165200,0,0.33837063441364734
165201,1,0.6425202666802272
165202,1,0.774395355432832
165203,1,0.8244473142811315
165204,1,0.6720103156132834
165205,0,0.018829769704982912
165206,0,0.1100705724940932
165207,0,0.060537871441989854
165208,0,0.01772589468938997
165209,0,0.16541913042113637
165210,0,0.4625356562494035
165211,1,0.9073657825545624
165212,0,0.05955742847004305
165213,0,0.02333653061431285
165214,1,0.8177496322369353
165215,0,0.3674480490836916
165216,0,0.03980944672511859
165217,0,0.009753134849322193
165218,0,0.012114993157985181
165219,1,0.8660293949452144
165220,0,0.33006230766240485
165221,0,0.07895921126355837
165222,0,0.1737316668658321
165223,0,0.0943141631244522
165224,0,0.08433185842478548
165225,1,0.8953418349575024
165226,1,0.8155788344935743
165227,0,0.14136809573659861
165228,0,0.15612124477122635
165229,0,0.34555295934151664
165230,1,0.9476025133497741
165231,0,0.017070420303284074
165232,0,0.010328341987450964
165233,0,0.03236552505592759
165234,0,0.14616295133270005
165235,0,0.014862212230452091
165236,1,0.6028946609648329
165237,0,0.014492722215634805
165238,0,0.12903549707310813
165239,0,0.026560231787148475
165240,0,0.012242335798718147
165241,0,0.013833792489917349
165242,0,0.24209048098955668
165243,0,0.02350951525682398
165244,1,0.6736312719143563
165245,0,0.009764544777535928
165246,0,0.05205190632863085
165247,0,0.03177574498057665
165248,0,0.04394032132332579
165249,0,0.2636834357729922
165250,0,0.013739070965993186
165251,0,0.01210867382582104
165252,0,0.32259376774221915
165253,0,0.2124587795567926
165254,0,0.01544071728002021
165255,0,0.11586039912206841
165256,0,0.2373403133395393
165257,0,0.04638175190464523
165258,1,0.6523649235831271
165259,0,0.4322469792211506
165260,0,0.3537661443985747
165261,1,0.8755207904575879
165262,0,0.4781596812436213
165263,0,0.01620191093222519
165264,0,0.07709718667180153
165265,0,0.020825753563872177
165266,0,0.013424988390469439
165267,0,0.4176284378576226
165268,0,0.11878174419255585
165269,1,0.6783236052870111
165270,0,0.33688575406581633
165271,0,0.026716621336506142
165272,1,0.9590683436327561
165273,0,0.031807868814744795
165274,0,0.05529175249267222
165275,0,0.15771320969808023
165276,0,0.1389844849148244
165277,0,0.22685284682667226
165278,1,0.9243655164328228
165279,0,0.13464037187703984
165280,0,0.01564874281255157
165281,0,0.014668594641741826
165282,0,0.09929500703273113
165283,0,0.008156013721954927
165284,0,0.3800818519790829
165285,0,0.11227242368448144
165286,0,0.09330198050028939
165287,0,0.018429500693585153
165288,0,0.033037386825899816
165289,0,0.034659664312432
165290,0,0.03121102912441319
165291,0,0.021681691536432856
165292,0,0.09115511230271071
165293,1,0.6422798121006706
165294,0,0.01085505747495554
165295,0,0.13993372090763917
165296,0,0.06773674069182736
165297,0,0.04032070681269375
165298,0,0.03573693780257015
165299,0,0.04410667972426641
165300,1,0.5755621131682283
165301,0,0.05142213809367355
165302,0,0.3883545746076015
165303,0,0.05949905541135798
165304,0,0.012557595588688852
165305,0,0.010025745440229035
165306,0,0.03643741902669604
165307,0,0.14823438893527366
165308,0,0.03806582400477092
165309,0,0.16482776082535697
165310,0,0.09146469185091272
165311,0,0.0934057749529092
165312,1,0.8531329217681409
165313,0,0.02250657578076782
165314,0,0.02767224854525331
165315,0,0.1566833971047387
165316,0,0.16144438495530497
165317,0,0.010124448440933098
165318,1,0.7642705879575752
165319,0,0.1475639313584969
