id,Machine failure,Probability
136429,0,0.002137850170680225
136430,0,0.0010490850310331912
136431,0,0.0026744541373253483
136432,0,0.003017431785022833
136433,0,0.0037088641158645186
136434,0,0.0027665525723487034
136435,0,0.003947831368589719
136436,0,0.004891517561209221
136437,0,0.0009491327710059172
136438,0,0.0011246089688335369
136439,0,0.0024047162812163322
136440,0,0.0021897863566496772
136441,0,0.0011739798180311462
136442,0,0.0017737757800725682
136443,0,0.002103909495075841
136444,0,0.005510127545606022
136445,0,0.000998672779698783
136446,1,0.992786137096885
136447,0,0.0023895636070788385
136448,0,0.0017361336171570862
136449,0,0.005625400171259171
136450,0,0.004101486306916148
136451,0,0.0211847311053869
136452,0,0.02237886492434863
136453,0,0.003905313120596131
136454,0,0.0014331827055341034
136455,0,0.001682453300521399
136456,0,0.0072196142095360795
136457,0,0.00661186490909019
136458,0,0.004815179226760065
136459,0,0.003699216577661591
136460,0,0.0028042203863289563
136461,0,0.0011914196367603274
136462,0,0.018961105617690793
136463,0,0.0017838948085471765
136464,0,0.003099413195918857
136465,0,0.0014778544173136218
136466,0,0.001967197742588682
136467,0,0.0012253565154657531
136468,0,0.0028075917788224526
136469,0,0.0013094813843975393
136470,0,0.0027038467305005465
136471,0,0.009396844249758608
136472,0,0.007370802144939772
136473,0,0.0022987867835583195
136474,0,0.0022023335136701493
136475,0,0.0031429992701295087
136476,0,0.005695475464822302
136477,0,0.0023590448910154344
136478,0,0.0021463196097398357
136479,0,0.0012281211171614069
136480,0,0.006418036127151985
136481,0,0.0023730721475261575
136482,0,0.03371771865980849
136483,0,0.0030909092882006055
136484,0,0.0010170552483965449
136485,0,0.0013745074847120006
136486,0,0.0023333229717714438
136487,0,0.001428296921661268
136488,0,0.004321118414526631
136489,0,0.001083096727971501
136490,0,0.02419601845480797
136491,0,0.0036258435436570414
136492,0,0.0031032517703088115
136493,0,0.0032704662416569857
136494,0,0.0010629841530885404
136495,0,0.002739668282689802
136496,0,0.004601649926298103
136497,0,0.002150598924715571
136498,0,0.0098602416935327
136499,0,0.001384383145335516
136500,0,0.0006758191153361977
136501,0,0.0014719772041908643
136502,0,0.005263349731222403
136503,0,0.002888898694981693
136504,0,0.00116054624893847
136505,0,0.0010504655429737818
136506,0,0.0026597637144326366
136507,0,0.0006986958875629244
136508,0,0.0010459481599992579
136509,0,0.003849413063212967
136510,0,0.0015873926214821157
136511,0,0.010643716095898936
136512,0,0.0008263669665795313
136513,0,0.006187297158449399
136514,0,0.0020081892414591787
136515,0,0.0022995056204082286
136516,0,0.003488449498672856
136517,0,0.0016254336778539547
136518,0,0.0015329747591318254
136519,0,0.002830943176806353
136520,0,0.0018969547049381113
136521,0,0.001758801642805371
136522,0,0.003145923613694719
136523,0,0.0011567479858670708
136524,0,0.0012673058494922294
136525,0,0.004616921162860379
136526,0,0.005990461528970792
136527,0,0.007642900859160057
136528,0,0.0009533036176342596
136529,0,0.006162605987883787
136530,0,0.002938231503905281
136531,0,0.0035224081479832475
136532,0,0.003697704901436616
136533,0,0.002929733418941922
136534,0,0.00048798759249526634
136535,0,0.002602337011597275
136536,0,0.0021985364089468743
136537,0,0.0008890384675718905
136538,0,0.005507159529599744
136539,0,0.0012095468371176217
136540,0,0.0020046497221415196
136541,0,0.0007612427491753466
136542,0,0.004218827151011551
136543,0,0.007470367998896315
136544,0,0.002147965182160715
136545,0,0.004008599097842948
136546,0,0.000723666193989593
136547,0,0.003137385662378446
136548,0,0.0022879234405121713
136549,0,0.002011855143081718
136550,0,0.006681542414675929
136551,0,0.001282284960031543
136552,0,0.001527447408303074
136553,0,0.001354380335535249
136554,0,0.0030068206470785395
136555,0,0.014459491809793324
136556,0,0.006407090790933699
136557,0,0.004146910158020471
136558,0,0.0039950653410924354
136559,0,0.0027870225689183175
136560,0,0.004853134676623884
136561,0,0.007433847996936416
136562,0,0.0019224967546138492
136563,0,0.0027653878349903393
136564,0,0.001526842260285491
136565,0,0.017602745035491002
136566,0,0.0011855013747749843
136567,0,0.005057845872590493
136568,0,0.0036620376861089695
136569,0,0.004166582493238993
136570,0,0.0008719250910882194
136571,0,0.0060366332037993355
136572,0,0.0037892118928311716
136573,0,0.0015499296945269156
136574,0,0.005694103174929563
136575,0,0.0015183980129867603
136576,0,0.005236728480779803
136577,0,0.005038759833556504
136578,0,0.001398961116836127
136579,0,0.00649896439592997
136580,0,0.0013687009690377852
136581,0,0.0011664090745552998
136582,0,0.0011438153309465799
136583,0,0.0012471351646460834
136584,0,0.0019820255542630327
136585,0,0.004151205052635768
136586,0,0.05755137858525839
136587,0,0.0009306258027912312
136588,0,0.00583104479970875
136589,0,0.0026593906308999818
136590,0,0.0015307733780257355
136591,0,0.0034872393303159457
136592,0,0.00917280942561838
136593,0,0.0054647282010542204
136594,0,0.0005462407957900557
136595,0,0.0015965486329570478
136596,0,0.0012353321379218398
136597,0,0.0015287425240464074
136598,0,0.005295970016988449
136599,0,0.002439579079865679
136600,0,0.0018868445261105168
136601,0,0.004640517510787101
136602,0,0.006782495110956528
136603,0,0.002813266931529298
136604,0,0.0011431808468244174
136605,0,0.006327521967247542
136606,0,0.0023744974791131785
136607,0,0.003529548419436244
136608,0,0.002739873408120307
136609,0,0.004931346226161033
136610,0,0.005035690995669919
136611,0,0.0010743718580055993
136612,0,0.0019494422430774568
136613,0,0.0029055235975190092
136614,0,0.0009367831981167752
136615,0,0.0007251296809333485
136616,0,0.0014482877483483032
136617,0,0.009790656758181004
136618,0,0.0018034095048811713
136619,0,0.0017607844397019375
136620,0,0.0016533485935132616
136621,0,0.0026230838381687913
136622,0,0.0016704741676273043
136623,0,0.0010300405538329377
136624,0,0.001496751953123999
136625,0,0.003768942563961725
136626,0,0.0003466956286678207
136627,0,0.003653889807112337
136628,0,0.0029711408663534214
136629,0,0.00042883779781441496
136630,0,0.001137659045308363
136631,0,0.006434185319450949
136632,0,0.0038920127589927673
136633,0,0.0016296602615418225
136634,0,0.0015949868591338156
136635,0,0.012733129321313196
136636,0,0.01346061820247946
136637,0,0.003348795090832206
136638,1,0.9957663439854026
136639,0,0.005154201137987775
136640,0,0.012258848614479076
136641,0,0.0020245461118812563
136642,0,0.002074587705631632
136643,0,0.0397409933762127
136644,0,0.001009087179810168
136645,0,0.0010106691627006943
136646,0,0.00077390346427281
136647,0,0.011308415191425085
136648,0,0.018386331703355047
136649,0,0.002111598319363034
136650,0,0.005057227418871697
136651,0,0.0010192539738637669
136652,1,0.9893085427817246
136653,0,0.0016119466655599864
136654,0,0.001777178839053769
136655,0,0.00531950599574621
136656,0,0.00447842276119736
136657,0,0.004034351842620897
136658,0,0.0017428483483196231
136659,0,0.0022200317799993124
136660,0,0.0017456997234154006
136661,0,0.004312473966308487
136662,0,0.01168704302851833
136663,0,0.002601424955364678
136664,0,0.01802096387006167
136665,0,0.0015681047015881913
136666,0,0.00042635621967917
136667,0,0.017662679853873802
136668,0,0.0033743816664836973
136669,0,0.0025212964836211953
136670,0,0.004673574990262546
136671,0,0.0018729861018726124
136672,0,0.002115957104231146
136673,0,0.001322253261772902
136674,0,0.0006333769766163575
136675,0,0.002982007550339758
136676,0,0.002879882123950211
136677,0,0.002807436488162653
136678,0,0.001258620629792795
136679,0,0.0018342054965528529
136680,0,0.005915214494311834
136681,0,0.0017840307180294692
136682,0,0.0018394828106465815
136683,0,0.0017981558305572895
136684,0,0.0047462046323961385
136685,0,0.012024477389950421
136686,0,0.002647260038118669
136687,0,0.0044953951987773836
136688,0,0.005637969274434782
136689,0,0.006298214778423492
136690,0,0.003026418665880874
136691,0,0.014318237686804892
136692,0,0.002830155275746083
136693,0,0.0007588630161289909
136694,0,0.0009407041344415568
136695,0,0.0018667235866323482
136696,0,0.005922055749500688
136697,0,0.0005262394507740062
136698,0,0.006597034657410023
136699,0,0.004236038903471234
136700,0,0.001410876563709897
136701,0,0.0022012771031758843
136702,0,0.001247158447222208
136703,0,0.008961013865314565
136704,0,0.0006575049419594179
136705,0,0.0006591544886266389
136706,0,0.00148571769720293
136707,0,0.0035171780420655673
136708,0,0.01132912127747833
136709,0,0.00019647947710362248
136710,0,0.002078819524692376
136711,0,0.0038786835682650222
136712,0,0.0004667193416437016
136713,0,0.0022289219869888145
136714,0,0.011587966293908186
136715,0,0.006508486154089826
136716,0,0.0016281940708008323
136717,0,0.004992639607101143
136718,0,0.015336215240491216
136719,0,0.0026528508828467623
136720,0,0.00019465825463741587
136721,0,0.0018886092216106448
136722,0,0.0011933231425339233
136723,0,0.0018487330256594667
136724,0,0.002152031511099049
136725,0,0.002767530668237674
136726,0,0.0013699848974694047
136727,0,0.001456221697870843
136728,0,0.0009750529364587539
136729,0,0.003037279750549271
136730,0,0.0008620070976930941
136731,0,0.010072324064783294
136732,0,0.002500897002439121
136733,0,0.0019330937388632283
136734,0,0.0018382653770400695
136735,0,0.0013786625486012746
136736,0,0.002678473570506582
136737,0,0.001248627160495779
136738,0,0.0018605300939612233
136739,0,0.006466585283766925
136740,0,0.002045020099830615
136741,0,0.021244871525800565
136742,0,0.002846609384978292
136743,0,0.0028524143746607457
136744,0,0.002117578400229821
136745,0,0.00589559096000996
136746,0,0.0022806108618020652
136747,0,0.0019879045498480455
136748,0,0.0010620595931289006
136749,0,0.0008252051822058287
136750,0,0.0033970714936186704
136751,0,0.00202548160060312
136752,0,0.0009107970239931341
136753,0,0.01532385357894927
136754,0,0.0023881520223225337
136755,0,0.010828421755386513
136756,0,0.0010979263387252789
136757,0,0.008908400029466617
136758,0,0.0018302149311393485
136759,0,0.0021002904957302566
136760,0,0.0014982168008017536
136761,0,0.0010360658600080041
136762,0,0.026336582665617614
136763,0,0.002870726998420592
136764,0,0.0017583430504493178
136765,0,0.003345578739950557
136766,0,0.0035571958815752464
136767,0,0.006779073812945023
136768,0,0.001442734551075607
136769,0,0.0021490588242407188
136770,0,0.00206984031940003
136771,0,0.0038989820863106327
136772,0,0.014511983881435053
136773,0,0.0011147741471387999
136774,0,0.001386532162507125
136775,0,0.010642818488519511
136776,0,0.0005574236264777973
136777,0,0.0016248377694765943
136778,0,0.002826583659654654
136779,0,0.002274930688657601
136780,0,0.0006662571475578965
136781,0,0.005951214958043178
136782,0,0.001954726557274541
136783,0,0.00037655764527007584
136784,0,0.001206933235005399
136785,0,0.0038563283629309384
136786,0,0.0026069375951822513
136787,0,0.004474756816220515
136788,0,0.011623397332159035
136789,0,0.0021120349705272524
136790,0,0.0007561227985718619
136791,0,0.0024357067624072434
136792,0,0.005026663330817912
136793,0,0.0013406001350684347
136794,0,0.005365390402597825
136795,0,0.00370775203910234
136796,0,0.003243511433019959
136797,0,0.003363686252550208
136798,0,0.005114258244366085
136799,0,0.003053478516412885
136800,0,0.0021398380749445083
136801,0,0.001522540968791342
136802,0,0.002586913996165296
136803,0,0.0016136862007513565
136804,0,0.0015736190249673262
136805,0,0.0032077554258851545
136806,0,0.0007765346847262378
136807,0,0.002019233856885028
136808,0,0.002085625476061465
136809,0,0.0009423804101228606
136810,0,0.0057034389863482296
136811,0,0.007368182737804429
136812,0,0.0006214972607217002
136813,0,0.017858588567546144
136814,0,0.003050278736928886
136815,0,0.0006714739019636229
136816,0,0.0009270077514550773
136817,0,0.001178179762822575
136818,0,0.005509982397610442
136819,0,0.0007426514914226921
136820,0,0.0009473824678541527
136821,0,0.001152785435163695
136822,0,0.012634916724504152
136823,0,0.0017263832012560816
136824,0,0.0006930547402805895
136825,0,0.0018114100636868848
136826,1,0.9968187131494993
136827,0,0.0004145790729983028
136828,0,0.0011560347536456526
136829,0,0.0037822820054063074
136830,0,0.0026351276971813883
136831,0,0.0011646929040683167
136832,0,0.0025848212602075406
136833,0,0.0009037787980910099
136834,1,0.9986814682929968
136835,0,0.002534002897482376
136836,0,0.002142787372786309
136837,0,0.0019234005625277078
136838,0,0.001992134808691238
136839,0,0.0007535087264050844
136840,0,0.00285375936020772
136841,0,0.004910726801263081
136842,0,0.0026645679094533413
136843,0,0.0013128533716285748
136844,0,0.0035002581593096055
136845,0,0.0025765624177564394
136846,0,0.0018699306879677415
136847,0,0.0007512100176991419
136848,0,0.0016587681341244565
136849,0,0.0023872925562751723
